"Year","Year Code","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Gender","Ethnicity","ICD Sub-Chapter","ICD Sub-Chapter Code","Race","Race Code","Deaths","Population","Crude Rate"
"2008","2008","Virginia","51","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",41,99853,41.1
"2008","2008","Virginia","51","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",10,104813,"Unreliable"
"2008","2008","Virginia","51","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",56,369072,15.2
"2008","2008","Virginia","51","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",16,104813,"Unreliable"
"2008","2008","Virginia","51","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",79,413826,19.1
"2008","2008","Virginia","51","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,413826,"Unreliable"
"2008","2008","Virginia","51","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",62,331996,18.7
"2008","2008","Virginia","51","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",56,189960,29.5
"2008","2008","Virginia","51","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",42,101550,41.4
"2008","2008","Virginia","51","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,29429,"Unreliable"
"2008","2008","Washington","53","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",38,332730,11.4
"2008","2008","Washington","53","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",17,25031,"Unreliable"
"2008","2008","Washington","53","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,332730,"Unreliable"
"2008","2008","Washington","53","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",39,315411,12.4
"2008","2008","Washington","53","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",52,346440,15
"2008","2008","Washington","53","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",64,400665,16
"2008","2008","Washington","53","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",72,328844,21.9
"2008","2008","Washington","53","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",41,176670,23.2
"2008","2008","Washington","53","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",37,97737,37.9
"2008","2008","Washington","53","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",21,34578,60.7
"2008","2008","West Virginia","54","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,111491,"Unreliable"
"2008","2008","West Virginia","54","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,102365,"Unreliable"
"2008","2008","West Virginia","54","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",26,114465,22.7
"2008","2008","West Virginia","54","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",29,130347,22.2
"2008","2008","West Virginia","54","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",19,118325,"Unreliable"
"2008","2008","West Virginia","54","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",22,72171,30.5
"2008","2008","West Virginia","54","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,39507,"Unreliable"
"2008","2008","West Virginia","54","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,10279,"Unreliable"
"2008","2008","Wisconsin","55","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",22,325968,6.7
"2008","2008","Wisconsin","55","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",15,34566,"Unreliable"
"2008","2008","Wisconsin","55","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",39,285547,13.7
"2008","2008","Wisconsin","55","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",17,25016,"Unreliable"
"2008","2008","Wisconsin","55","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",57,325455,17.5
"2008","2008","Wisconsin","55","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",67,392561,17.1
"2008","2008","Wisconsin","55","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",56,299952,18.7
"2008","2008","Wisconsin","55","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,169728,14.1
"2008","2008","Wisconsin","55","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",19,105561,"Unreliable"
"2008","2008","Wyoming","56","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,35207,"Unreliable"
"2008","2008","Wyoming","56","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,29880,"Unreliable"
"2008","2008","Wyoming","56","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",16,39004,"Unreliable"
"2008","2008","Wyoming","56","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,32489,"Unreliable"
"2009","2009","Alabama","01","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",10,105335,"Unreliable"
"2009","2009","Alabama","01","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",32,211068,15.2
"2009","2009","Alabama","01","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",60,105335,57
"2009","2009","Alabama","01","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",33,189909,17.4
"2009","2009","Alabama","01","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",64,78530,81.5
"2009","2009","Alabama","01","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",18,189909,"Unreliable"
"2009","2009","Alabama","01","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",55,214338,25.7
"2009","2009","Alabama","01","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",23,72756,31.6
"2009","2009","Alabama","01","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",17,214338,"Unreliable"
"2009","2009","Alabama","01","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",71,244197,29.1
"2009","2009","Alabama","01","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",16,80156,"Unreliable"
"2009","2009","Alabama","01","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",17,244197,"Unreliable"
"2009","2009","Alabama","01","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",77,208409,36.9
"2009","2009","Alabama","01","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",46,135907,33.8
"2009","2009","Alabama","01","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",33,70842,46.6
"2009","2009","Alabama","01","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,18276,"Unreliable"
"2009","2009","Alaska","02","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","American Indian or Alaska Native","1002-5",11,11063,"Unreliable"
"2009","2009","Alaska","02","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,34683,"Unreliable"
"2009","2009","Arizona","04","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",32,225339,14.2
"2009","2009","Arizona","04","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,225339,"Unreliable"
"2009","2009","Arizona","04","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",36,227861,15.8
"2009","2009","Arizona","04","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",10,21637,"Unreliable"
"2009","2009","Arizona","04","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,227861,"Unreliable"
"2009","2009","Arizona","04","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",49,238659,20.5
"2009","2009","Arizona","04","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,238659,"Unreliable"
"2009","2009","Arizona","04","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",75,275248,27.2
"2009","2009","Arizona","04","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,275248,"Unreliable"
"2009","2009","Arizona","04","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",80,255447,31.3
"2009","2009","Arizona","04","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",55,189693,29
"2009","2009","Arizona","04","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",65,107948,60.2
"2009","2009","Arizona","04","85+ years","85+","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",25,31972,78.2
"2009","2009","Arkansas","05","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",28,142185,19.7
"2009","2009","Arkansas","05","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",22,38531,57.1
"2009","2009","Arkansas","05","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",31,133173,23.3
"2009","2009","Arkansas","05","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",34,29896,113.7
"2009","2009","Arkansas","05","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",35,139932,25
"2009","2009","Arkansas","05","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",18,139932,"Unreliable"
"2009","2009","Arkansas","05","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",53,159365,33.3
"2009","2009","Arkansas","05","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",31,139414,22.2
"2009","2009","Arkansas","05","65-74 years","65-74","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",25,96717,25.8
"2009","2009","Arkansas","05","75-84 years","75-84","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",22,50729,43.4
"2009","2009","California","06","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Black or African American","2054-5",11,203963,"Unreliable"
"2009","2009","California","06","15-24 years","15-24","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",71,985711,7.2
"2009","2009","California","06","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Asian or Pacific Islander","A-PI",22,363475,6.1
"2009","2009","California","06","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",187,203963,91.7
"2009","2009","California","06","15-24 years","15-24","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",33,985711,3.3
"2009","2009","California","06","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Asian or Pacific Islander","A-PI",12,377850,"Unreliable"
"2009","2009","California","06","25-34 years","25-34","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",80,973382,8.2
"2009","2009","California","06","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Asian or Pacific Islander","A-PI",16,377850,"Unreliable"
"2009","2009","California","06","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",121,159754,75.7
"2009","2009","California","06","25-34 years","25-34","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",31,973382,3.2
"2009","2009","California","06","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Asian or Pacific Islander","A-PI",11,378378,"Unreliable"
"2009","2009","California","06","35-44 years","35-44","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",96,1038465,9.2
"2009","2009","California","06","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Asian or Pacific Islander","A-PI",13,378378,"Unreliable"
"2009","2009","California","06","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",48,163345,29.4
"2009","2009","California","06","35-44 years","35-44","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",29,1038465,2.8
"2009","2009","California","06","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Asian or Pacific Islander","A-PI",15,348547,"Unreliable"
"2009","2009","California","06","45-54 years","45-54","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",240,1303614,18.4
"2009","2009","California","06","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","Black or African American","2054-5",38,176079,21.6
"2009","2009","California","06","45-54 years","45-54","Male","Non-Hispanic or Latino","Assault","X85-Y09","White","2106-3",33,1303614,2.5
"2009","2009","California","06","55-64 years","55-64","Male","Non-Hispanic or Latino","Intentional self-harm","X60-X84","Asian or Pacific Islander","A-PI",11,255944,"Unreliable"
