"Year","Year Code","2013 Urbanization","2013 Urbanization Code","Ten-Year Age Groups","Ten-Year Age Groups Code","ICD Sub-Chapter","ICD Sub-Chapter Code","Deaths","Population","Crude Rate"
"2010","2010","Small Metro","4","15-24 years","15-24","Intentional self-harm","X60-X84",244,4451472,5.5
"2010","2010","Small Metro","4","15-24 years","15-24","Assault","X85-Y09",174,4451472,3.9
"2010","2010","Small Metro","4","25-34 years","25-34","Other external causes of accidental injury","W00-X59",11,3602951,"Unreliable"
"2010","2010","Small Metro","4","25-34 years","25-34","Intentional self-harm","X60-X84",300,3602951,8.3
"2010","2010","Small Metro","4","25-34 years","25-34","Assault","X85-Y09",210,3602951,5.8
"2010","2010","Small Metro","4","35-44 years","35-44","Other external causes of accidental injury","W00-X59",14,3454891,"Unreliable"
"2010","2010","Small Metro","4","35-44 years","35-44","Intentional self-harm","X60-X84",351,3454891,10.2
"2010","2010","Small Metro","4","35-44 years","35-44","Assault","X85-Y09",98,3454891,2.8
"2010","2010","Small Metro","4","45-54 years","45-54","Other external causes of accidental injury","W00-X59",16,4021386,"Unreliable"
"2010","2010","Small Metro","4","45-54 years","45-54","Intentional self-harm","X60-X84",480,4021386,11.9
"2010","2010","Small Metro","4","45-54 years","45-54","Assault","X85-Y09",86,4021386,2.1
"2010","2010","Small Metro","4","55-64 years","55-64","Intentional self-harm","X60-X84",398,3488135,11.4
"2010","2010","Small Metro","4","55-64 years","55-64","Assault","X85-Y09",48,3488135,1.4
"2010","2010","Small Metro","4","65-74 years","65-74","Intentional self-harm","X60-X84",235,2200376,10.7
"2010","2010","Small Metro","4","65-74 years","65-74","Assault","X85-Y09",25,2200376,1.1
"2010","2010","Small Metro","4","75-84 years","75-84","Intentional self-harm","X60-X84",184,1333643,13.8
"2010","2010","Small Metro","4","85+ years","85+","Intentional self-harm","X60-X84",77,540431,14.2
"2010","2010","Micropolitan (Nonmetro)","5","5-14 years","5-14","Intentional self-harm","X60-X84",13,3496080,"Unreliable"
"2010","2010","Micropolitan (Nonmetro)","5","5-14 years","5-14","Assault","X85-Y09",13,3496080,"Unreliable"
"2010","2010","Micropolitan (Nonmetro)","5","15-24 years","15-24","Other external causes of accidental injury","W00-X59",20,3856623,0.5
"2010","2010","Micropolitan (Nonmetro)","5","15-24 years","15-24","Intentional self-harm","X60-X84",246,3856623,6.4
"2010","2010","Micropolitan (Nonmetro)","5","15-24 years","15-24","Assault","X85-Y09",171,3856623,4.4
"2010","2010","Micropolitan (Nonmetro)","5","25-34 years","25-34","Intentional self-harm","X60-X84",320,3211830,10
"2010","2010","Micropolitan (Nonmetro)","5","25-34 years","25-34","Assault","X85-Y09",182,3211830,5.7
"2010","2010","Micropolitan (Nonmetro)","5","35-44 years","35-44","Other external causes of accidental injury","W00-X59",10,3299684,"Unreliable"
"2010","2010","Micropolitan (Nonmetro)","5","35-44 years","35-44","Intentional self-harm","X60-X84",387,3299684,11.7
"2010","2010","Micropolitan (Nonmetro)","5","35-44 years","35-44","Assault","X85-Y09",125,3299684,3.8
"2010","2010","Micropolitan (Nonmetro)","5","45-54 years","45-54","Other external causes of accidental injury","W00-X59",14,3961152,"Unreliable"
"2010","2010","Micropolitan (Nonmetro)","5","45-54 years","45-54","Intentional self-harm","X60-X84",468,3961152,11.8
"2010","2010","Micropolitan (Nonmetro)","5","45-54 years","45-54","Assault","X85-Y09",93,3961152,2.3
"2010","2010","Micropolitan (Nonmetro)","5","55-64 years","55-64","Intentional self-harm","X60-X84",441,3503130,12.6
"2010","2010","Micropolitan (Nonmetro)","5","55-64 years","55-64","Assault","X85-Y09",56,3503130,1.6
"2010","2010","Micropolitan (Nonmetro)","5","65-74 years","65-74","Intentional self-harm","X60-X84",281,2233739,12.6
"2010","2010","Micropolitan (Nonmetro)","5","65-74 years","65-74","Assault","X85-Y09",20,2233739,0.9
"2010","2010","Micropolitan (Nonmetro)","5","75-84 years","75-84","Intentional self-harm","X60-X84",196,1327375,14.8
"2010","2010","Micropolitan (Nonmetro)","5","75-84 years","75-84","Assault","X85-Y09",16,1327375,"Unreliable"
"2010","2010","Micropolitan (Nonmetro)","5","85+ years","85+","Intentional self-harm","X60-X84",98,545191,18
"2010","2010","NonCore (Nonmetro)","6","5-14 years","5-14","Other external causes of accidental injury","W00-X59",11,2430438,"Unreliable"
"2010","2010","NonCore (Nonmetro)","6","15-24 years","15-24","Other external causes of accidental injury","W00-X59",19,2327099,"Unreliable"
"2010","2010","NonCore (Nonmetro)","6","15-24 years","15-24","Intentional self-harm","X60-X84",238,2327099,10.2
"2010","2010","NonCore (Nonmetro)","6","15-24 years","15-24","Assault","X85-Y09",90,2327099,3.9
"2010","2010","NonCore (Nonmetro)","6","25-34 years","25-34","Other external causes of accidental injury","W00-X59",16,2099170,"Unreliable"
"2010","2010","NonCore (Nonmetro)","6","25-34 years","25-34","Intentional self-harm","X60-X84",282,2099170,13.4
"2010","2010","NonCore (Nonmetro)","6","25-34 years","25-34","Assault","X85-Y09",111,2099170,5.3
"2010","2010","NonCore (Nonmetro)","6","35-44 years","35-44","Other external causes of accidental injury","W00-X59",16,2281893,"Unreliable"
"2010","2010","NonCore (Nonmetro)","6","35-44 years","35-44","Intentional self-harm","X60-X84",305,2281893,13.4
"2010","2010","NonCore (Nonmetro)","6","35-44 years","35-44","Assault","X85-Y09",93,2281893,4.1
"2010","2010","NonCore (Nonmetro)","6","45-54 years","45-54","Other external causes of accidental injury","W00-X59",12,2884588,"Unreliable"
"2010","2010","NonCore (Nonmetro)","6","45-54 years","45-54","Intentional self-harm","X60-X84",444,2884588,15.4
"2010","2010","NonCore (Nonmetro)","6","45-54 years","45-54","Assault","X85-Y09",98,2884588,3.4
"2010","2010","NonCore (Nonmetro)","6","55-64 years","55-64","Other external causes of accidental injury","W00-X59",11,2649008,"Unreliable"
"2010","2010","NonCore (Nonmetro)","6","55-64 years","55-64","Intentional self-harm","X60-X84",363,2649008,13.7
"2010","2010","NonCore (Nonmetro)","6","55-64 years","55-64","Assault","X85-Y09",50,2649008,1.9
"2010","2010","NonCore (Nonmetro)","6","65-74 years","65-74","Intentional self-harm","X60-X84",249,1817909,13.7
"2010","2010","NonCore (Nonmetro)","6","65-74 years","65-74","Assault","X85-Y09",27,1817909,1.5
"2010","2010","NonCore (Nonmetro)","6","75-84 years","75-84","Intentional self-harm","X60-X84",189,1062157,17.8
"2010","2010","NonCore (Nonmetro)","6","75-84 years","75-84","Assault","X85-Y09",14,1062157,"Unreliable"
"2010","2010","NonCore (Nonmetro)","6","85+ years","85+","Intentional self-harm","X60-X84",64,424052,15.1
"2011","2011","Large Central Metro","1","1-4 years","1-4","Assault","X85-Y09",14,5082480,"Unreliable"
"2011","2011","Large Central Metro","1","5-14 years","5-14","Intentional self-harm","X60-X84",22,12277622,0.2
"2011","2011","Large Central Metro","1","5-14 years","5-14","Assault","X85-Y09",54,12277622,0.4
"2011","2011","Large Central Metro","1","15-24 years","15-24","Other external causes of accidental injury","W00-X59",24,13554183,0.2
"2011","2011","Large Central Metro","1","15-24 years","15-24","Intentional self-harm","X60-X84",446,13554183,3.3
"2011","2011","Large Central Metro","1","15-24 years","15-24","Assault","X85-Y09",2016,13554183,14.9
"2011","2011","Large Central Metro","1","25-34 years","25-34","Other external causes of accidental injury","W00-X59",13,14697089,"Unreliable"
"2011","2011","Large Central Metro","1","25-34 years","25-34","Intentional self-harm","X60-X84",649,14697089,4.4
"2011","2011","Large Central Metro","1","25-34 years","25-34","Assault","X85-Y09",1596,14697089,10.9
"2011","2011","Large Central Metro","1","35-44 years","35-44","Intentional self-harm","X60-X84",588,13093010,4.5
"2011","2011","Large Central Metro","1","35-44 years","35-44","Assault","X85-Y09",755,13093010,5.8
"2011","2011","Large Central Metro","1","45-54 years","45-54","Intentional self-harm","X60-X84",839,13114743,6.4
"2011","2011","Large Central Metro","1","45-54 years","45-54","Assault","X85-Y09",420,13114743,3.2
"2011","2011","Large Central Metro","1","55-64 years","55-64","Intentional self-harm","X60-X84",746,10583914,7
"2011","2011","Large Central Metro","1","55-64 years","55-64","Assault","X85-Y09",203,10583914,1.9
"2011","2011","Large Central Metro","1","65-74 years","65-74","Intentional self-harm","X60-X84",437,5883763,7.4
"2011","2011","Large Central Metro","1","65-74 years","65-74","Assault","X85-Y09",56,5883763,1
"2011","2011","Large Central Metro","1","75-84 years","75-84","Intentional self-harm","X60-X84",335,3498746,9.6
"2011","2011","Large Central Metro","1","75-84 years","75-84","Assault","X85-Y09",24,3498746,0.7
"2011","2011","Large Central Metro","1","85+ years","85+","Intentional self-harm","X60-X84",148,1588334,9.3
"2011","2011","Large Fringe Metro","2","1-4 years","1-4","Assault","X85-Y09",12,3906798,"Unreliable"
"2011","2011","Large Fringe Metro","2","5-14 years","5-14","Intentional self-harm","X60-X84",18,10574048,"Unreliable"
"2011","2011","Large Fringe Metro","2","5-14 years","5-14","Assault","X85-Y09",30,10574048,0.3
"2011","2011","Large Fringe Metro","2","15-24 years","15-24","Other external causes of accidental injury","W00-X59",28,10032545,0.3
"2011","2011","Large Fringe Metro","2","15-24 years","15-24","Intentional self-harm","X60-X84",450,10032545,4.5
"2011","2011","Large Fringe Metro","2","15-24 years","15-24","Assault","X85-Y09",607,10032545,6.1
"2011","2011","Large Fringe Metro","2","25-34 years","25-34","Other external causes of accidental injury","W00-X59",10,9629373,"Unreliable"
"2011","2011","Large Fringe Metro","2","25-34 years","25-34","Intentional self-harm","X60-X84",534,9629373,5.5
"2011","2011","Large Fringe Metro","2","25-34 years","25-34","Assault","X85-Y09",515,9629373,5.3
"2011","2011","Large Fringe Metro","2","35-44 years","35-44","Intentional self-harm","X60-X84",623,10562452,5.9
"2011","2011","Large Fringe Metro","2","35-44 years","35-44","Assault","X85-Y09",295,10562452,2.8
"2011","2011","Large Fringe Metro","2","45-54 years","45-54","Other external causes of accidental injury","W00-X59",13,11845210,"Unreliable"
"2011","2011","Large Fringe Metro","2","45-54 years","45-54","Intentional self-harm","X60-X84",903,11845210,7.6
"2011","2011","Large Fringe Metro","2","45-54 years","45-54","Assault","X85-Y09",194,11845210,1.6
"2011","2011","Large Fringe Metro","2","55-64 years","55-64","Other external causes of accidental injury","W00-X59",13,9517014,"Unreliable"
"2011","2011","Large Fringe Metro","2","55-64 years","55-64","Intentional self-harm","X60-X84",790,9517014,8.3
"2011","2011","Large Fringe Metro","2","55-64 years","55-64","Assault","X85-Y09",81,9517014,0.9
"2011","2011","Large Fringe Metro","2","65-74 years","65-74","Intentional self-harm","X60-X84",419,5374973,7.8
"2011","2011","Large Fringe Metro","2","65-74 years","65-74","Assault","X85-Y09",43,5374973,0.8
"2011","2011","Large Fringe Metro","2","75-84 years","75-84","Intentional self-harm","X60-X84",331,3074281,10.8
"2011","2011","Large Fringe Metro","2","75-84 years","75-84","Assault","X85-Y09",19,3074281,"Unreliable"
"2011","2011","Large Fringe Metro","2","85+ years","85+","Intentional self-harm","X60-X84",145,1365470,10.6
"2011","2011","Large Fringe Metro","2","85+ years","85+","Assault","X85-Y09",10,1365470,"Unreliable"
"2011","2011","Medium Metro","3","5-14 years","5-14","Other external causes of accidental injury","W00-X59",10,8656124,"Unreliable"
"2011","2011","Medium Metro","3","5-14 years","5-14","Intentional self-harm","X60-X84",20,8656124,0.2
"2011","2011","Medium Metro","3","5-14 years","5-14","Assault","X85-Y09",50,8656124,0.6
"2011","2011","Medium Metro","3","15-24 years","15-24","Other external causes of accidental injury","W00-X59",29,9512437,0.3
"2011","2011","Medium Metro","3","15-24 years","15-24","Intentional self-harm","X60-X84",504,9512437,5.3
"2011","2011","Medium Metro","3","15-24 years","15-24","Assault","X85-Y09",724,9512437,7.6
"2011","2011","Medium Metro","3","25-34 years","25-34","Other external causes of accidental injury","W00-X59",27,8472374,0.3
"2011","2011","Medium Metro","3","25-34 years","25-34","Intentional self-harm","X60-X84",655,8472374,7.7
"2011","2011","Medium Metro","3","25-34 years","25-34","Assault","X85-Y09",662,8472374,7.8
"2011","2011","Medium Metro","3","35-44 years","35-44","Other external causes of accidental injury","W00-X59",21,8118824,0.3
"2011","2011","Medium Metro","3","35-44 years","35-44","Intentional self-harm","X60-X84",648,8118824,8
"2011","2011","Medium Metro","3","35-44 years","35-44","Assault","X85-Y09",350,8118824,4.3
"2011","2011","Medium Metro","3","45-54 years","45-54","Other external causes of accidental injury","W00-X59",25,9106281,0.3
"2011","2011","Medium Metro","3","45-54 years","45-54","Intentional self-harm","X60-X84",932,9106281,10.2
"2011","2011","Medium Metro","3","45-54 years","45-54","Assault","X85-Y09",250,9106281,2.7
"2011","2011","Medium Metro","3","55-64 years","55-64","Other external causes of accidental injury","W00-X59",19,7991550,"Unreliable"
"2011","2011","Medium Metro","3","55-64 years","55-64","Intentional self-harm","X60-X84",803,7991550,10
"2011","2011","Medium Metro","3","55-64 years","55-64","Assault","X85-Y09",108,7991550,1.4
"2011","2011","Medium Metro","3","65-74 years","65-74","Other external causes of accidental injury","W00-X59",12,4809506,"Unreliable"
"2011","2011","Medium Metro","3","65-74 years","65-74","Intentional self-harm","X60-X84",466,4809506,9.7
"2011","2011","Medium Metro","3","65-74 years","65-74","Assault","X85-Y09",55,4809506,1.1
"2011","2011","Medium Metro","3","75-84 years","75-84","Intentional self-harm","X60-X84",398,2845089,14
"2011","2011","Medium Metro","3","75-84 years","75-84","Assault","X85-Y09",19,2845089,"Unreliable"
"2011","2011","Medium Metro","3","85+ years","85+","Intentional self-harm","X60-X84",157,1228028,12.8
"2011","2011","Small Metro","4","5-14 years","5-14","Intentional self-harm","X60-X84",12,3638659,"Unreliable"
"2011","2011","Small Metro","4","5-14 years","5-14","Assault","X85-Y09",10,3638659,"Unreliable"
"2011","2011","Small Metro","4","15-24 years","15-24","Other external causes of accidental injury","W00-X59",15,4500511,"Unreliable"
"2011","2011","Small Metro","4","15-24 years","15-24","Intentional self-harm","X60-X84",275,4500511,6.1
"2011","2011","Small Metro","4","15-24 years","15-24","Assault","X85-Y09",194,4500511,4.3
"2011","2011","Small Metro","4","25-34 years","25-34","Other external causes of accidental injury","W00-X59",15,3647541,"Unreliable"
"2011","2011","Small Metro","4","25-34 years","25-34","Intentional self-harm","X60-X84",337,3647541,9.2
"2011","2011","Small Metro","4","25-34 years","25-34","Assault","X85-Y09",190,3647541,5.2
"2011","2011","Small Metro","4","35-44 years","35-44","Other external causes of accidental injury","W00-X59",13,3397786,"Unreliable"
"2011","2011","Small Metro","4","35-44 years","35-44","Intentional self-harm","X60-X84",338,3397786,9.9
"2011","2011","Small Metro","4","35-44 years","35-44","Assault","X85-Y09",106,3397786,3.1
"2011","2011","Small Metro","4","45-54 years","45-54","Intentional self-harm","X60-X84",488,3957309,12.3
"2011","2011","Small Metro","4","45-54 years","45-54","Assault","X85-Y09",94,3957309,2.4
"2011","2011","Small Metro","4","55-64 years","55-64","Intentional self-harm","X60-X84",402,3623066,11.1
"2011","2011","Small Metro","4","55-64 years","55-64","Assault","X85-Y09",56,3623066,1.5
"2011","2011","Small Metro","4","65-74 years","65-74","Intentional self-harm","X60-X84",256,2268821,11.3
"2011","2011","Small Metro","4","65-74 years","65-74","Assault","X85-Y09",18,2268821,"Unreliable"
"2011","2011","Small Metro","4","75-84 years","75-84","Intentional self-harm","X60-X84",210,1347756,15.6
"2011","2011","Small Metro","4","75-84 years","75-84","Assault","X85-Y09",10,1347756,"Unreliable"
"2011","2011","Small Metro","4","85+ years","85+","Intentional self-harm","X60-X84",88,562229,15.7
"2011","2011","Micropolitan (Nonmetro)","5","1-4 years","1-4","Assault","X85-Y09",10,1369206,"Unreliable"
"2011","2011","Micropolitan (Nonmetro)","5","5-14 years","5-14","Intentional self-harm","X60-X84",10,3479610,"Unreliable"
"2011","2011","Micropolitan (Nonmetro)","5","15-24 years","15-24","Other external causes of accidental injury","W00-X59",18,3875751,"Unreliable"
"2011","2011","Micropolitan (Nonmetro)","5","15-24 years","15-24","Intentional self-harm","X60-X84",281,3875751,7.3
"2011","2011","Micropolitan (Nonmetro)","5","15-24 years","15-24","Assault","X85-Y09",170,3875751,4.4
